# contract_addr, #patch, gas_incr, inst_incr, size_incr, orig_size
0xc08a7840a35bc9f11801479c81532b2ac72a7c82 1 76 354 354 14938
0xc091507e70f13ee6af6ef35f553af4c6e81e9b5d 3 150 823 823 7510
0xc091ee13ff6d7bccf2930595ea6d06e61fbb8655 5 312 518 518 7310
0xc09619914abff071acc2d7650ebd9490d81e12cd 7 445 947 947 11922
0xc097dc50987abb37ce49b6c365de8d553ad3b612 2 106 700 700 8000
0xc098cc3c73983ccdbf2be71ab999e3a82b75cd43 2 85 73 73 334
0xc09e946af23c9ee4a9ef36a88da7a34d184372cc 2 106 696 696 8008
0xc0a3ec0a58c10a4496f28f85e43833dddd2efe92 0 0 0 0 2424
0xc0a7d3f28fa50e68c7276b3071967e896f3c6555 2 106 696 696 8008
0xc0aa0a669ba06f584801ccf4a17fd4019a2cee17 2 182 87 87 4992
0xc0ab9da0e5ff1e710284fcc9224b70a1ecf0f916 9 489 690 690 6768
0xc0abb4fcf28cd945a6c3914fc47e23e819307421 0 0 0 0 22348
0xc0adf1ccc703a0a3393892600883a1a91a4e38de 1 56 36 36 13910
0xc0af73f51a0584e25f03a43e11e85f3f04a0a950 4 259 159 159 1402
0xc0b1409a5c1a287250a3e974583d00a0010040e7 8 480 268 268 10598
0xc0bd05407fbe1fb6461ce6f33e487a573551b927 2 106 692 692 6152
0xc0beeebef72d75842e75929c8f6c1b19f3dea23d 4 234 805 805 7200
0xc0c0f3b67c8f22b8c06efc7256075beab7e4b345 3 190 701 701 21818
0xc0c2ee1ce1fed8f6e2764363a36db3dd4cf10022 2 106 700 700 6484
0xc0c4bd3da3d7ccc0bc3110ac6cb503af3f9e92f6 3 161 233 233 6624
0xc0c66cbd2f179490dc58c2a0e9e0e8a3188f0db9 3 158 209 209 7420
0xc0c74e811cc703efe57892cd789d888deda6d8a0 2 140 138 138 13296
0xc0ca0dd8b6281c5818b0795e6d2017c5c05bd5ca 1 96 48 48 21052
0xc0d249cbf95437ba830a2be3bb091a411617b5a5 3 163 264 264 5756
0xc0d6b253124c7718965f755e832c5418112cf28d 6 277 1397 1397 11504
0xc0d9a037edac41a47a385cdaf089dc0413473aa7 5 279 521 521 6564
0xc0e47cb0b8666c3a0072475c4d26af2f70f4c61c 5 312 518 518 7310
0xc0e79d71d949ea769191cda7bbdeabd3f52fca4f 3 161 326 326 11688
0xc0e9860ff6ea810f1dbddb199a7402066fa32f02 3 249 268 268 25490
0xc0eb3835bfa6102ba6c904deae3abfb40f1e564c 4 183 1086 1086 8404
0xc0eb85285d83217cd7c891702bcbc0fc401e2d9d 2 117 218 218 7590
0xc0ef7891527f5f0b6d19c8d2142f73be574046ae 8 405 532 532 4772
0xc0f0cefe2c4a1c51f51f56fc0567dcbe4f351861 3 163 264 264 6714
0xc0f3c0d239f8fe9f49f21e88871afa86cc3c5c6c 4 183 1086 1086 8676
0xc0ffeee61948d8993864a73a099c0e38d887d3f4 10 677 486 486 20194
0xc1007056d7d2fdd3aeaeeb4f3a79cbf03bd6da84 3 183 128 128 6754
0xc100882894cfa609f6671a71632ec0a55be8cc52 2 106 696 696 7364
0xc1033e48235b38493e56f08dc32fc31a4a38c356 2 128 698 698 5382
0xc10c99cad6d252271d8465c63f8dbad09f43fba2 4 194 294 294 3286
0xc11bfee242fb1aaae77da2291d84b2e1f1cda8a3 3 138 706 706 5358
0xc11c9de247eb462fe3b22ecce5ae4a1fe040c40b 2 117 377 377 1654
0xc120112a995f460083d3075b1bf39389e2e7a5fd 3 150 889 889 8882
0xc120317441b91413fbf70dcad64c7e282e586832 2 117 377 377 2392
0xc123d857488bc9c3560e2a22d25648ea4f52a31d 2 130 157 157 8442
0xc126760d08e18684ad97aede206bf98823f730dd 7 468 612 612 4916
0xc12a7cfcb20fbfb01f1328f9d5e45c934ec468ed 4 182 464 464 5354
0xc12b9497ba93e6ea2f729ce6debefd1d3869e960 5 361 348 348 5826
0xc139824910b6bf2678b2d15ebbc8d35e899ad80f 5 312 907 907 11856
0xc1428c72ee70f753799231c430aca53648e0a981 2 106 696 696 8008
0xc143e8f788726fcd8f6864b555c01f21855aafdd 2 106 696 696 5890
0xc14b3688295a89c58dba9b01c6fb037d39e030ea 2 106 278 278 3428
0xc1512ef30776c5d866e13e16ebba7d6c21d4bf79 3 181 171 171 2314
0xc152fa96af69512c3cee2243a03fd714ed57b1b9 2 117 342 342 2162
0xc1574fe0c36ebd7787e75302634917fd24e7ea90 1 54 289 289 18824
0xc15e6f4fce7a613317d6e6c24c3aa6f0e99cfdbc 4 298 421 421 3926
0xc161463f3d9611b2485255904fd2464ad2f977d2 4 290 696 696 5632
0xc16a8c042e397a15d8d7b185a95d5394f379c691 2 141 548 548 4108
0xc16b542ff490e01fcc0dc58a60e1efdc3e357ca6 1 54 40 40 6860
0xc16ba0bf101682e0e7fcbd0b7bc160a8e2e59471 1 54 37 37 1850
0xc16cf13922c18de7842374f9baace4489f1d24af 1 76 122 122 14694
0xc1746273c53b9bf2d827b01b3974113bb597eaeb 1 55 415 415 6330
0xc17628689df884e28aef045b3a1ed48f005e32a5 1 64 129 129 5024
0xc182cbaa9b194bcaabc87c468950b859fba732a1 4 239 1023 1023 17326
0xc18caa05f50f89ae70fc33e04ee7d8ddc00069d3 2 106 696 696 8008
0xc19a8be26e5d9732c9f8006ac2b2a3f5afda98de 3 158 111 111 2478
0xc19fccef5497714e60d88e00e325489ace60450a 7 360 317 317 8468
0xc1a22a032ede7e7c7a183d9c6c8fcc3ece8bd390 5 307 278 278 6414
0xc1a28f14218f5c4f533014f8084e1d410274c7bd 1 64 156 156 6694
0xc1abd580ac9545f771f3c430bbfdc8792ff3f987 2 110 151 151 38342
0xc1af5540044583288571ae171715163d02382304 6 391 408 408 27504
0xc1b2ca8989c53b3e1de60fc78d59834317118f2d 5 258 487 487 5030
0xc1b3c6c8c9ca0a2c77b6c9852b9cc1b13833922b 7 439 711 711 9872
0xc1bc8c28edeaa1daed9a963f2ab7742a4ede1cb6 4 260 316 316 6418
0xc1cf225f89d47380a017da7f7d7fd8adf4b10bb7 8 423 303 303 9952
0xc1cfa6ac1d7cf99bd1e145dcd04ec462b3b0c4da 2 132 110 110 13374
0xc1d0f497108e28b7992168806d9d99d312acdd28 2 106 699 699 5710
0xc1d55f2a28527f779c15340866a15bcf33623bac 0 0 11 11 16208
0xc1d6dc0f312e67bd0be4e46ab20a802163048093 2 110 228 228 5864
0xc1d7ccb5cc1b4e0b1bba69657392e28f0c0514bc 9 489 692 692 7126
0xc1d813fa26f04035b73e3770ed18ba5ecef3e17f 2 110 222 222 9758
0xc1dcb60c2ec168c8078064903abb746c566a230f 2 96 102 102 1486
0xc1de3eaaa254972b3d2dee4e85460f177aaac274 4 183 451 451 4520
0xc1df020c9d294ef98093607d98cfe14b9494bbea 3 170 324 324 5454
0xc1e4888069452687eaf2acc36f58b2a869412030 4 235 267 267 5282
0xc1e565367b5b0dcfcbaf2ca948429cc604249a6d 2 108 93 93 17764
0xc1e7c74a13608bcbb13479b59b81991cfed96632 10 683 668 668 8716
0xc1fcac912e7115cdb1e9b87a81dd9e58b8fd766d 4 205 448 448 5108
0xc1feed46b65aade1060efd547a15f0c8647108a2 4 215 458 458 5850
0xc201fd992fd604f9e30b7bb4d73c7f8900647abd 3 158 209 209 6878
0xc203684e5c0a5c837c05701f3befbf07d2097cd9 6 308 691 691 9668
0xc212aad6e325fb55a96757ff28a201ad128fa795 1 44 26 26 13690
0xc21de6b2c7a879059ac281db2c5a993b0533d98e 3 170 281 281 7572
0xc2221b777857f4a862a8c528d24b35cc995dd8b1 2 110 524 524 9266
0xc22407b1f34e494b7f85187fafc2ce5d13871ffb 6 332 312 312 39032
0xc22c333ff130e6af6fc683dfb46c9d33f2e29ffc 4 214 338 338 3238
0xc22e162db0b8b55486160c35064f91e418cc2221 6 271 1202 1202 8748
0xc234d3694646ecb798e25478bfb46f20f23b55a6 2 140 247 247 3512
0xc2391c4e2dfc86492c4aafe9a56593fe21520ec9 2 106 696 696 8934
0xc23f4f63822142be6cafc26bf9070e08c2de4e65 3 170 281 281 7572
0xc244d2040d9b4c2a74a87f587f2f617f40bf662c 2 128 698 698 6896
0xc2461e39de2c6ba17027ab7479a8a6298bf32372 12 563 509 509 2488
0xc2526daf2d4041e1ab0191cd444efac0b775e3e2 10 521 576 576 8270
0xc2576bc12e300bbe8bc4935840453caa0a9a9b81 4 205 448 448 5108
0xc25c2f11643e2d2fa60498820e30af30b68e6137 1 56 178 178 7852
0xc264244c5bc528ebf86a0043d1d6e0ab75bc623c 4 170 282 282 1288
0xc27590378690620a44b1382e7cf31db5a1f9b99e 0 0 0 0 2378
0xc2790a4184dd93f86472604c19fa719f70b8ac70 2 161 85 85 330
0xc27ac1302d737c0e264477a248388dbc4e4b64ca 6 337 569 569 21932
0xc27cfa936381db693ebb4c33327efe2007c318ee 2 153 273 273 16352
0xc280a7f5ecee3fb6dbad64fa2f1498bf5636deb8 2 110 524 524 7872
0xc280bedd0a682cb0a2de172fd9c668d79d9f1f3d 2 105 156 156 6020
0xc2822b283c74012d08888997cf66fadd1ca0b8c5 10 658 562 562 3494
0xc283418f583208506e84eb0c4e068b67a970f630 4 224 191 191 3528
0xc285c4d4cc390057814b3800ff64543d3ac8beda 5 298 193 193 28976
0xc2895bbf1cd1ca7c47faead8b245d09a34ce3a94 2 106 696 696 8008
0xc28c2a4266f76fec6ac90aabcc17b3aee3b958d1 3 163 264 264 5756
0xc2941714ace2525685546547509c25c2f80bdcc0 4 183 447 447 5692
0xc2947635337f2fa49257ada61d4cb5913d1b8c92 1 85 73 73 6854
0xc2965400ae7e38e3b8158ce555906a791860a8fa 4 205 448 448 5108
0xc299728ccea9b05de15c3df513ca5d21f2d691b9 2 106 696 696 8124
0xc29da757ed787d535958ff98c8e41eded06c1e9e 1 56 178 178 7852
0xc2a70705e3511cfabde320bc2043fadd6ceb6b94 7 456 308 308 3996
0xc2a97d7bba80bd06855d6622ac965428c6cfa9dd 1 97 52 52 5532
0xc2b7af437f30a8baa9d15df947d454a208bb80fe 16 831 1578 1578 10298
0xc2c74f6ea632a6beb1f55b4171ccd608e0575c3b 5 279 910 910 11826
0xc2c7c5f64c2e3042852fb6cbc3caf9ea1afc018b 4 286 157 157 11476
0xc2c8300ba5b86cc4a394c0fe27fcc09920afd6f8 8 556 326 326 16476
0xc2c888a787d1273c79982c4b2fcf179d78d75df0 4 183 451 451 4520
0xc2ca3e55b5151c4850ee5a233f8df253eb3280b2 9 398 571 571 5500
0xc2cf19e67fdf63931eb08395aa4d37dab6e0c204 5 255 846 846 17398
0xc2d423d11814673ede7635670859fceae214bfb0 5 279 521 521 6564
0xc2d890f9ee41d84aeefeae0886bccddc12a6a394 10 483 964 964 13264
0xc2db9193edace335a68d4e591427b0614927c54e 1 0 0 0 8328
0xc2ee8a088b1ea8f24528edf996536112aa98e045 4 183 1086 1086 8408
0xc2f2e0c6d826d4d1d2aa477be0419cece5254158 3 163 264 264 5756
0xc2f49bb3b623a0ef47063ffcb12a22960a73bf4b 6 346 273 273 25084
0xc2f82ed078ff590368acdef8be58546bd30de524 1 85 62 62 19542
0xc3073ec144fe0eead12db4aad0db0b05946483e1 3 185 317 317 6076
0xc3098581170e0ad32a751c8f92a52e8af307ad7d 2 204 114 114 2684
0xc309caeea2d8ca850136634f086062ae83c6ff63 3 163 264 264 5168
0xc30d7d85ba0bd3c83809284966a2ff68f4ed523a 1 85 51 51 16728
0xc30fa53ff730115f3da2d86ce19810deffba623d 2 128 694 694 5362
0xc310755f88145cabcaa06c714cd668b5465dceaa 3 159 551 551 14028
0xc32088cf2e82426e29b5e623082f7793114f1259 5 312 518 518 7306
0xc3222ad26398b3df21de54c78c8399a4b653130c 4 183 451 451 4520
0xc3229b828a15692a6a046c9fee5668b5cba45f54 5 229 215 215 3910
0xc32b02f8d0b39e38d5fd53f73a9b5fdb5c45c47c 6 387 200 200 11344
0xc341d5eb4350beffbbb631b726ca24be2c169273 2 129 636 636 5724
0xc3464ac1b8049568d4f9095fb07366fdcbe799fb 3 190 273 273 4948
0xc347b4a8c4e2d86ee039ef0caa5f8b2b54c64b2b 3 185 317 317 6078
0xc349d0f5dbdaf14dab04daf5521284448c948ec5 5 361 940 940 8562
0xc34b23e075812c5f0ef2d60f70457528c95027c9 9 690 598 598 7598
0xc357066f039f72b3b2009c2bdf093ceddaff978a 6 467 575 575 8618
0xc358d3d613a2507cdf912739fe2ee1c61a9311d8 4 215 461 461 7310
0xc35abe2b220547dbf61230323cc009fe8f7c9dd9 9 547 461 461 7046
0xc35dce7925cb3a33406abda3158a336f0a59cc0a 7 459 261 261 7820
0xc35eb517bd91c94ad176fbff24a33fd931758651 1 96 122 122 1238
0xc3601fc340daf71ee98fa047aeec86f9f50e1e3a 3 163 264 264 5756
0xc368cbaf6c6ad9ff4775547b1d4fb17d515fa275 0 0 0 0 892
0xc36ec5270b9e11fcc62fdbf813106a575619a4f1 1 65 219 219 16598
0xc3724d2e4e67ea1b381fb660b9f64a8d0d1ab2dc 3 170 281 281 7534
0xc375488e8589f376bd004d39cd0aa17c2cef0a9c 2 110 257 257 6282
0xc3785232b5def2cfaed819b32b9d7d9ec888b313 4 205 448 448 4622
0xc3788c1d348aef1a314bca5085c8285acc269030 1 45 84 84 8682
0xc385ef4a44de4e31fc83e0a31579df681b64ba8e 14 812 984 984 9566
0xc386ce7535574ed02de79019b42f3e9fc43e6fdb 3 170 281 281 7558
0xc38b02ec15c3d516c294a9fe271ddfd9b2016977 4 183 1086 1086 8408
0xc394e74ae858b36ff47ef854f57e10c8b42c7c2a 2 106 696 696 8008
0xc395584fd24cc89fb8cfd3b6e4bed7a724cd9918 4 183 451 451 4520
0xc39be3f6d8d9423bfb4f0c5bd5df9738388b8f4f 12 792 1105 1105 3710
0xc39fcf8d726c455c253d2d2afed99d4a9860e2b3 4 191 833 833 8662
0xc3a289feb3be1259905ff905037e039dd0bae111 8 389 909 909 12828
0xc3a50f311d7b9c0a83a4397b073dc3a92e586751 5 312 518 518 7310
0xc3a5dcc635d0a2ec98b3031cabd644fbe969c74f 3 204 740 740 7326
0xc3a684140448995f6abeb361c56110207da04d57 3 165 280 280 2894
0xc3ab508f8ecce4505c677042fc0ac5b9a369c074 11 776 529 529 18282
0xc3ac4f8327750aa96f9fc23a7e311bcb692ebb34 1 85 153 153 2330
0xc3b03e7d5028b2c4ebad38a5f12a50460031ada4 4 183 1086 1086 8370
0xc3b643bb85318b6a0e1b46c30365adacdf9469c2 1 120 78 78 22456
0xc3b6dd270e01c7a48fa3c4dc436fc3006ecc2f61 2 106 696 696 8008
0xc3becc1b61b0f17a628729abb7e9fac5b0df9f0d 7 596 613 613 10122
0xc3c3602aefda2634ac3233593c5fdaca077dcca9 4 183 451 451 4520
0xc3c94e2d9a33ab18d5578bd63dfdaa3e0ea74a49 11 654 704 704 7536
0xc3ce3399f5d937b5f82e6285e4a34277fc17d775 2 106 696 696 8008
0xc3d243271052d01a847ed8533d4452f43060ceab 1 53 36 36 4620
0xc3d50def24c9efc61833d6e58b2dfd28eb535feb 2 106 696 696 8008
0xc3df9521398c840a5d97142921cb060038da29bb 3 170 284 284 6818
0xc3e92919c47a5fdc2ad2da38095feea34e075b04 3 181 469 469 1960
0xc3ec3066c76e80b0643c523cbe82fc2befbb2de8 4 189 326 326 5994
0xc3ef562cc403c8f9edf7c3826655fbf50f4ddde8 2 105 376 376 3156
0xc3f5a5f909fd844a4597e5e2bdf6567c02d7cb46 1 53 104 104 2558
0xc3f6d07f8cc2b0c737aa4be85b15c77aa57ec17d 2 106 696 696 8008
0xc3fdacb94c8d8e2daf200f50e33261eac468469e 12 608 876 876 4916
0xc3fefe603d92fd870a0af06aaa5a0ee7c5da3d0a 4 278 351 351 11994
0xc409392e5ea00e0051bcabd2b5e221d5a7a12cbd 14 892 966 966 20562
0xc40a7730e9a00e95913248fa61fab395d1515d1b 6 303 1539 1539 16642
0xc40fbbb7fdc42f40b20d9c94ab54d705af9d2a81 2 106 696 696 8008
0xc411817321274b8529be80736d591b3f42815a95 3 190 240 240 5362
0xc4176a6ece6493f61580fc616f5bac18bfd55c16 3 161 233 233 6020
0xc4178b5852dcbf36359f8b8e5c1dc4ff885228f3 5 268 540 540 5586
0xc417e791fa2354215bb3c0a271e2603243aa7820 2 106 696 696 8008
0xc41bd1bfff4a0b27589835f6ec9b28a666885b70 4 183 451 451 4520
0xc41f884a59bec75205d7ead1aac62f7090867c8c 2 129 95 95 2578
0xc42093816ae1047c4b013ef7c3e5167027360f1d 10 693 385 385 16792
0xc42dcfd4e6902cdb6ca6cd171f1f37a06b9f25ce 1 64 278 278 1958
0xc42de4250ca009c767818ec6f8fb1eacba859f38 4 183 451 451 3684
0xc43244de3c1c1b3d1f9cd7e6f54ca9b4f1b07beb 2 106 696 696 8008
0xc43e22769da77750e94165365334af8d31fe8f9c 11 766 977 977 3840
0xc43eae20ae38d1e11bab5b57178777096908dbd6 4 214 311 311 38330
0xc443dc891b7e4f37bb9c3db2608da74853d8d856 2 94 57 57 5770
0xc44c103bedd3616135bafb2e5e4492946aba65f5 2 141 224 224 12796
0xc44d0d8ebf3a4bfbfc9736d2e7b1d9d9144ba2a2 4 236 419 419 4244
0xc4529ea3f838a7e27a673a87bfe844a5b8b1e4e2 4 267 524 524 5264
0xc45465ce37d817cc3668ef28887953080db92850 4 183 1086 1086 7308
0xc45589ddae88e55d128ca2f18a73303c553170a3 7 385 1136 1136 13056
0xc45865b235a7c6693b9db5fed46ea8a3022d9b07 6 373 376 376 9686
0xc45959d69cef5f6abfb7f79fa313daaebe0ee4f7 3 267 127 127 11338
0xc45985ba4d63226e6417da65b6539b827d77e847 8 511 427 427 7150
0xc459ea5125e8a32c6e2e1c8abb0751376c4f7e82 2 128 432 432 2138
0xc45a98a7d38a5a69940bff7896a98cbd4a07e842 5 310 345 345 6174
0xc469b960810ad339a2e47379037e7408c2a0e353 3 138 262 262 3290
0xc46a2f9ea701a95308ba64225b6e8420970d3d59 2 106 281 281 4298
0xc4766ce5bfca6044d00fa7e4f97c08ac6ba99061 7 340 760 760 9808
0xc4792ae85a9316bfcf8d2422585e888aae9b1bfa 1 64 196 196 10258
0xc4804868f254a1c9abf0573f87163e8ab4ee4248 4 194 450 450 7468
0xc48717aefbd7fbbb081c48b5abdadc6a30368e75 2 109 107 107 20724
0xc48cf8df7dcb316292ad241cc5d32506e7991cf0 1 53 36 36 7148
0xc48d9595221e591bf7a785591f928b6df08fee7a 9 588 814 814 5224
0xc48ee3c5a4cba4b02a4ce67b2f6508412d9452af 4 205 448 448 5238
0xc4924bb6bb4a9555c79586eb9b745ebdcc97822f 4 205 448 448 5108
0xc493cad1670bcef1d8b7bbcfdec20f102e381b6c 2 110 257 257 4984
0xc497ea0b5b9775cf68c5e30a4c15edb83b6a2a62 2 128 279 279 3248
0xc49a91da93be9c0d75a085fb21bd042ec07c64e7 2 106 700 700 8022
0xc49dc5e90295f193d152dbf7448e0b0b658ff1e7 3 170 281 281 7572
0xc4a035f1327deb557d91ddc7b78c0db9db3e25b8 2 130 97 97 11144
0xc4a43cbae3a93c560f2e5bfe3b144a4a940220fd 2 110 228 228 5864
0xc4a4dbdfc07e74b649fc3436d20879d42bc02a37 8 536 281 281 12662
0xc4ad164ff29f00ab3b2ec010b46ee98533223c21 3 171 843 843 9868
0xc4b41a7b43b80b133b2972a2e355b2e48d2af48f 4 268 470 470 5524
0xc4b4de2f30c6a961f610e6c0d8d1885229250c34 1 53 36 36 28814
0xc4bb171729f2fbe23cdbb552ff13b53a9e08b4ee 2 128 409 409 17920
0xc4c09770dc5b44f11ecb3ab78dfe563d28f03392 16 1040 1054 1054 15424
0xc4c4b7d1415caa8c19617b5dcb5686ed3ac6135b 3 170 157 157 6582
0xc4c51de1abf5d60dbd329ec0f999fd8f021ae9fc 3 222 108 108 3854
0xc4c9a9c8ff603edb6b44efd8a4e23be1e29f78ff 3 171 843 843 9868
0xc4cb03ffa14cc5d4143cc58386b74cc2aeb2bca2 4 205 448 448 5108
0xc4d6f5bfd149faf37a0decee946251820fe4816b 2 106 696 696 8008
0xc4e447698fadec14de06e9217052ffd0a60ea431 2 106 699 699 5366
0xc4e4db2b77c78774d595dafa0b78c5ba3efd5b8a 4 205 448 448 5108
0xc4f9926e78b3d56313c26532db2bdaaf06aae8c3 4 223 267 267 5796
0xc503db145ad3053ae861ff7ec0ff9632c9868457 2 106 696 696 8046
0xc5064e8a97ed7cbc06d2c29d7824d3f64e2e9e39 3 163 264 264 5756
0xc50fa24742b381ce8ffb7740dd5ee6e4f92d0179 3 201 652 652 22626
0xc519a8f2512f09951d44780b2f678862d9b5e839 2 106 696 696 8008
0xc51a9684dec1977835743152da63bb900ec098f8 2 106 700 700 8030
0xc52694e7832594f2aaf2536c777024fb5c1ae9da 3 159 551 551 14018
0xc5317066ceb2ad2d92c06dc2fbd5c51993b250d3 2 106 703 703 7310
0xc53741bbd6db1361136cbf9ebf0e8146aecd73e2 2 106 279 279 3508
0xc5403c955637c901e8cfeb70b0b83299ba907bbe 1 96 34 34 238
0xc542530afaa1aac8143471e9d1e8a36550f398d1 1 53 94 94 2496
0xc542d8e73cbc88cd810976824a5b7feef50d32bd 2 106 696 696 8046
0xc549c9484d215771cd13a7c1974c015266834fc3 2 108 150 150 3948
0xc54b496157371c75aca595fe6beee54c9f256991 4 183 451 451 4520
0xc555c2c04138b2fe0eba138a0beac6d165bd510b 10 736 714 714 3516
0xc55a53beac3f692ebd44b9017264d18ac3ed02cc 4 223 315 315 4882
0xc55c01f80abbf74b05dcd47f499ce1900bd8e325 6 376 556 556 7818
0xc567b556b6c5553630d0ed23e9014ae390e7c710 2 106 696 696 8004
0xc572089eadaa5f97d7d66fccf679a5cf6b04a380 8 544 570 570 28494
0xc57c83b736b70c1cafe60b9303b46f8b3f819fba 2 106 696 696 8008
0xc57ec7c13b3c52d423b5c202a197da3f45d4fdf1 11 492 516 516 3858
0xc584a60e2cbedfe6a068371e6e34f05844b3111f 4 235 859 859 12338
0xc5902104602c90fff0981394a11b1d1671cfe117 1 96 141 141 14360
0xc5936b4e458c60f887a4f17d05d2f8162976e012 1 65 45 45 16362
0xc595dfee9443c9a778b2b6d51b792961c6855d8d 1 53 36 36 4622
0xc598891d585867c6b1ad1546e56d474046440527 3 231 192 192 19956
0xc59f5bc71b00d4c6737bef8704ca318f19b976dc 1 53 148 148 5076
0xc5a015e551c39c4c4a52dedec58f7ce339c2c794 3 150 305 305 4536
0xc5bae3c5f24ae4c347a493bb604562cf3d9d9cd3 3 136 463 463 7262
0xc5bf585910fd53390cbda0b7b3cba161c2652595 1 53 232 232 8734
0xc5bfcb042f5bc5402d7f6980f17695bf8147dfb0 2 88 260 260 7690
0xc5c1a82db8e69a53a43d9b1fcbcb34992364e50c 4 205 448 448 5108
0xc5c31e048e6fb16f4c8a648ba25eabb60c31f24c 4 205 448 448 5108
0xc5c6901ce205c6668757cf51a736577624dc78d5 2 110 524 524 7872
0xc5c71c82c60143f1def5e48dc9457849656a9e94 1 53 126 126 3536
0xc5cdcd5470aef35fc33bddff3f8ecec027f95b1d 3 197 99 99 11410
0xc5d6519c150f0dd8182c3ad13b7dffe6bfa55281 4 183 451 451 4592
0xc5d88472c4b2383281f007a6512895f5ceb7a3b0 2 88 527 527 10626
0xc5e2e8d658e30fb007491cdae4a156f36f7acb9b 4 205 448 448 5108
0xc5e407e463056a19a61fd32386c50590e3f74ec5 2 88 255 255 8720
0xc5e427f1a1cf82f89c1d8f6cd5cf34bac015c658 2 106 700 700 8106
0xc5e8aaec3bd3ebe78b5bcd0f1560f0a61cc945cf 1 56 42 42 2564
0xc5ea82d359288a0e627afd1318c7f48a5855c3f1 2 94 232 232 10432
0xc5ec5bfe9275715f6de105c3c249f9ba7beafd91 3 179 359 359 11456
0xc5eeb77e8a0dff44773d9714d3146b1fe87f0603 4 183 1086 1086 8408
0xc5f127a92230ee87d7e7fb62bc7fd80b2bacbb14 2 106 696 696 8930
0xc5f8f56795fbb9f4972e2c0d921bbcb1e2895e9e 2 106 696 696 8008
0xc5fb16d7c3bd276dc949275d2d48b2731b96016b 13 815 724 724 17114
0xc5fe548625706d0b9bf8e0f355483886254d07c8 2 106 696 696 8008
0xc5fec32d73a691d2c9100cdde71614e354c6ccb1 3 169 323 323 2944
0xc608f567bcf51b0d84edef669b9d7d47440b7bb7 11 569 513 513 6456
0xc60aa2911039d716a9cdc93da32849eb8d6f1d74 2 110 524 524 7872
0xc618d3dcd9f740b07ff5a5b611cc8160bc3e2a92 3 163 264 264 5756
0xc61f8d5d6749844afa156f46a631f935358b4480 4 247 271 271 31008
0xc627fe7914c8170c2063d7241aadf15537d705de 0 0 16 16 6558
0xc62b73146605f92ce77fee2c95bb11aee27e0831 4 315 765 765 7682
0xc62d01f85eb4dddd98597d3445a2ff549884d5bb 4 233 286 286 16712
0xc636277b8250e62632467b7db19ed9111e25eb99 1 64 452 452 20312
0xc63a371d2ba06cc12ce3ec897896d717325a0743 2 106 696 696 8008
0xc63c6e1f230e04754ca8c5e139254715be341b1d 2 106 281 281 4302
0xc64402f1eda4fff252449b7967c3adf00b0f87e0 1 64 131 131 722
0xc64596e146260557a016b33d27e236ac4e6a2947 3 240 189 189 11066
0xc645aeaaa073d73254a49156e69b3e16bb3a25e4 1 64 152 152 2338
0xc64678f34a9fbc1e1475f822f568499ad1ab0c26 3 146 71 71 234
0xc6483fbe22a415cc3fab03dc28921f827d087ba2 4 324 836 836 9768
0xc653bb14d349985050ac7f2871a81f95cafa0e19 3 170 555 555 12590
0xc654ec1fc5a1c76a19bf169ef2765cef23cdd236 2 139 128 128 16696
0xc6553e8adfb41ed9f702477f02da21644613682f 2 106 696 696 8008
0xc65693abd1d4b80de1188efcd468177e17c3015e 3 195 189 189 9906
0xc66e22a9e54449e3d6b33633106be31b8004cd21 4 215 458 458 5856
0xc66e3bb2c1e4c3698c31156efd408b84caa4ac05 4 205 448 448 5108
0xc6884c5375627008a1d22658c1d9ad53a5c07972 4 183 451 451 4520
0xc68fcd3182ee1138e692f3aeb96844b8cb7b2285 1 53 36 36 6342
0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca 2 106 281 281 4498
0xc6a702a8aa7e9464399c05fb1e9caf6513de9a08 2 106 696 696 8008
0xc6ad7d878e9b178a62b7309e607471a885092c9a 9 605 479 479 10674
0xc6ae0dfe234ef34e88c66870896c6fcefcb8a05d 3 158 209 209 7536
0xc6ae78e4fdc0ee31e5e559368f75ce8b4c48c7e0 6 398 267 267 10980
0xc6b1953ab35f05db745dadd5ce411d75758a7898 4 205 448 448 5108
0xc6bdd14c8c470ce9b4a314768eb3c1f41dde4787 24 1480 1714 1714 6100
0xc6c0385db14ff836c1bae19b6bfe1aa2e05b22a4 1 53 36 36 5244
0xc6c0de708d35fa9f21ca969f48901cda702914b8 3 147 250 250 8684
0xc6c4c7826d44abf22c711e8e86bdc3f5242d2182 1 64 133 133 2602
0xc6c785a094c707c1400ef4072d965e2dc57c2d9a 2 129 105 105 1848
0xc6c9a0436b4141b27b8c32ed178d3151a692f08f 4 215 461 461 6556
0xc6cb0b17c9acccd02e48d92151394721bc5bf3fc 2 99 258 258 10238
0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828 3 197 99 99 11410
0xc6ddbdedf43da59ea33165452451b8cdc8d79248 6 532 1681 1681 11094
0xc6e5401cf3c7147a494556443f325ad1a66fb72d 4 183 1086 1086 8408
0xc6f1cfbdcc1d015be312e77a315b9096ada92e65 2 106 696 696 8008
0xc6f6cfb13688d27204f59e0d6c35850087d487ff 6 351 260 260 17106
0xc701f71f88859d422e1587b2266c0d0605df3d6f 4 205 1083 1083 8422
